season,episode,scene,speaker1,speaker2
1,1,1,Monica Geller,Joey Tribbiani
1,1,1,Chandler Bing,Monica Geller
1,1,1,Phoebe Buffay,Monica Geller
1,1,1,Monica Geller,#ALL#
1,1,1,Monica Geller,Ross Geller
1,1,1,Rachel Green,Monica Geller
1,1,1,Chandler Bing,Joey Tribbiani
1,1,1,Phoebe Buffay,Joey Tribbiani
1,1,1,#ALL#,Joey Tribbiani
1,1,1,Ross Geller,Joey Tribbiani
1,1,1,Rachel Green,Joey Tribbiani
1,1,1,Chandler Bing,Phoebe Buffay
1,1,1,Chandler Bing,#ALL#
1,1,1,Chandler Bing,Ross Geller
1,1,1,Chandler Bing,Rachel Green
1,1,1,Phoebe Buffay,#ALL#
1,1,1,Phoebe Buffay,Ross Geller
1,1,1,Rachel Green,Phoebe Buffay
1,1,1,Ross Geller,#ALL#
1,1,1,Rachel Green,#ALL#
1,1,1,Rachel Green,Ross Geller
1,1,2,Chandler Bing,Monica Geller
1,1,2,Monica Geller,Ross Geller
1,1,2,Rachel Green,Monica Geller
1,1,2,Phoebe Buffay,Monica Geller
1,1,2,Monica Geller,Joey Tribbiani
1,1,2,Monica Geller,#ALL#
1,1,2,Chandler Bing,Ross Geller
1,1,2,Chandler Bing,Rachel Green
1,1,2,Chandler Bing,Phoebe Buffay
1,1,2,Chandler Bing,Joey Tribbiani
1,1,2,Chandler Bing,#ALL#
1,1,2,Rachel Green,Ross Geller
1,1,2,Phoebe Buffay,Ross Geller
1,1,2,Ross Geller,Joey Tribbiani
1,1,2,Ross Geller,#ALL#
1,1,2,Rachel Green,Phoebe Buffay
1,1,2,Rachel Green,Joey Tribbiani
1,1,2,Rachel Green,#ALL#
1,1,2,Phoebe Buffay,Joey Tribbiani
1,1,2,Phoebe Buffay,#ALL#
1,1,2,#ALL#,Joey Tribbiani
1,1,4,Ross Geller,Joey Tribbiani
1,1,4,Chandler Bing,Ross Geller
1,1,4,Chandler Bing,Joey Tribbiani
1,1,7,Ross Geller,Joey Tribbiani
1,1,7,Chandler Bing,Ross Geller
1,1,7,Chandler Bing,Joey Tribbiani
1,1,10,Ross Geller,Joey Tribbiani
1,1,10,Chandler Bing,Ross Geller
1,1,10,Chandler Bing,Joey Tribbiani
1,1,11,Chandler Bing,Rachel Green
1,1,11,Rachel Green,Joey Tribbiani
1,1,11,Rachel Green,Monica Geller
1,1,11,Rachel Green,#ALL#
1,1,11,Chandler Bing,Joey Tribbiani
1,1,11,Chandler Bing,Monica Geller
1,1,11,Chandler Bing,#ALL#
1,1,11,Monica Geller,Joey Tribbiani
1,1,11,#ALL#,Joey Tribbiani
1,1,11,Monica Geller,#ALL#
1,1,13,Monica Geller,Joey Tribbiani
1,1,13,Ross Geller,Joey Tribbiani
1,1,13,Phoebe Buffay,Joey Tribbiani
1,1,13,Rachel Green,Joey Tribbiani
1,1,13,Chandler Bing,Joey Tribbiani
1,1,13,Monica Geller,Ross Geller
1,1,13,Phoebe Buffay,Monica Geller
1,1,13,Rachel Green,Monica Geller
1,1,13,Chandler Bing,Monica Geller
1,1,13,Phoebe Buffay,Ross Geller
1,1,13,Rachel Green,Ross Geller
1,1,13,Chandler Bing,Ross Geller
1,1,13,Rachel Green,Phoebe Buffay
1,1,13,Chandler Bing,Phoebe Buffay
1,1,13,Chandler Bing,Rachel Green
1,1,14,Rachel Green,Monica Geller
1,1,14,Rachel Green,Phoebe Buffay
1,1,14,Rachel Green,Ross Geller
1,1,14,Rachel Green,#ALL#
1,1,14,Chandler Bing,Rachel Green
1,1,14,Phoebe Buffay,Monica Geller
1,1,14,Monica Geller,Ross Geller
1,1,14,Monica Geller,#ALL#
1,1,14,Chandler Bing,Monica Geller
1,1,14,Phoebe Buffay,Ross Geller
1,1,14,Phoebe Buffay,#ALL#
1,1,14,Chandler Bing,Phoebe Buffay
1,1,14,Ross Geller,#ALL#
1,1,14,Chandler Bing,Ross Geller
1,1,14,Chandler Bing,#ALL#
1,1,15,Phoebe Buffay,Joey Tribbiani
1,1,15,Monica Geller,Joey Tribbiani
1,1,15,#ALL#,Joey Tribbiani
1,1,15,Ross Geller,Joey Tribbiani
1,1,15,Rachel Green,Joey Tribbiani
1,1,15,Chandler Bing,Joey Tribbiani
1,1,15,Phoebe Buffay,Monica Geller
1,1,15,Phoebe Buffay,#ALL#
1,1,15,Phoebe Buffay,Ross Geller
1,1,15,Rachel Green,Phoebe Buffay
1,1,15,Chandler Bing,Phoebe Buffay
1,1,15,Monica Geller,#ALL#
1,1,15,Monica Geller,Ross Geller
1,1,15,Rachel Green,Monica Geller
1,1,15,Chandler Bing,Monica Geller
1,1,15,Ross Geller,#ALL#
1,1,15,Rachel Green,#ALL#
1,1,15,Chandler Bing,#ALL#
1,1,15,Rachel Green,Ross Geller
1,1,15,Chandler Bing,Ross Geller
1,1,15,Chandler Bing,Rachel Green
1,2,1,Monica Geller,Joey Tribbiani
1,2,1,Phoebe Buffay,Monica Geller
1,2,1,Rachel Green,Monica Geller
1,2,1,Chandler Bing,Monica Geller
1,2,1,Monica Geller,Ross Geller
1,2,1,Phoebe Buffay,Joey Tribbiani
1,2,1,Rachel Green,Joey Tribbiani
1,2,1,Chandler Bing,Joey Tribbiani
1,2,1,Ross Geller,Joey Tribbiani
1,2,1,Rachel Green,Phoebe Buffay
1,2,1,Chandler Bing,Phoebe Buffay
1,2,1,Phoebe Buffay,Ross Geller
1,2,1,Chandler Bing,Rachel Green
1,2,1,Rachel Green,Ross Geller
1,2,1,Chandler Bing,Ross Geller
1,2,2,Carol Willick,Ross Geller
1,2,3,Chandler Bing,Phoebe Buffay
1,2,3,Chandler Bing,Monica Geller
1,2,3,Chandler Bing,Joey Tribbiani
1,2,3,Chandler Bing,#ALL#
1,2,3,Chandler Bing,Rachel Green
1,2,3,Chandler Bing,Ross Geller
1,2,3,Phoebe Buffay,Monica Geller
1,2,3,Phoebe Buffay,Joey Tribbiani
1,2,3,Phoebe Buffay,#ALL#
1,2,3,Rachel Green,Phoebe Buffay
1,2,3,Phoebe Buffay,Ross Geller
1,2,3,Monica Geller,Joey Tribbiani
1,2,3,Monica Geller,#ALL#
1,2,3,Rachel Green,Monica Geller
1,2,3,Monica Geller,Ross Geller
1,2,3,#ALL#,Joey Tribbiani
1,2,3,Rachel Green,Joey Tribbiani
1,2,3,Ross Geller,Joey Tribbiani
1,2,3,Rachel Green,#ALL#
1,2,3,Ross Geller,#ALL#
1,2,3,Rachel Green,Ross Geller
1,2,4,Judy Geller,Monica Geller
1,2,4,Judy Geller,Ross Geller
1,2,4,Monica Geller,Ross Geller
1,2,5,Ross Geller,Joey Tribbiani
1,2,5,Monica Geller,Joey Tribbiani
1,2,5,Phoebe Buffay,Joey Tribbiani
1,2,5,Rachel Green,Joey Tribbiani
1,2,5,Chandler Bing,Joey Tribbiani
1,2,5,Monica Geller,Ross Geller
1,2,5,Phoebe Buffay,Ross Geller
1,2,5,Rachel Green,Ross Geller
1,2,5,Chandler Bing,Ross Geller
1,2,5,Phoebe Buffay,Monica Geller
1,2,5,Rachel Green,Monica Geller
1,2,5,Chandler Bing,Monica Geller
1,2,5,Rachel Green,Phoebe Buffay
1,2,5,Chandler Bing,Phoebe Buffay
1,2,5,Chandler Bing,Rachel Green
1,2,6,Ross Geller,Susan Bunch
1,2,6,Carol Willick,Ross Geller
1,2,6,Carol Willick,Susan Bunch
1,2,8,Carol Willick,Ross Geller
1,2,8,Ross Geller,Susan Bunch
1,2,8,Carol Willick,Susan Bunch
1,2,10,Ross Geller,Susan Bunch
1,2,10,Carol Willick,Susan Bunch
1,2,10,Susan Bunch,#ALL#
1,2,10,Carol Willick,Ross Geller
1,2,10,Ross Geller,#ALL#
1,2,10,Carol Willick,#ALL#
1,2,11,Ross Geller,Joey Tribbiani
1,2,11,Chandler Bing,Ross Geller
1,2,11,Phoebe Buffay,Ross Geller
1,2,11,Monica Geller,Ross Geller
1,2,11,Rachel Green,Ross Geller
1,2,11,Chandler Bing,Joey Tribbiani
1,2,11,Phoebe Buffay,Joey Tribbiani
1,2,11,Monica Geller,Joey Tribbiani
1,2,11,Rachel Green,Joey Tribbiani
1,2,11,Chandler Bing,Phoebe Buffay
1,2,11,Chandler Bing,Monica Geller
1,2,11,Chandler Bing,Rachel Green
1,2,11,Phoebe Buffay,Monica Geller
1,2,11,Rachel Green,Phoebe Buffay
1,2,11,Rachel Green,Monica Geller
1,3,1,Phoebe Buffay,#ALL#
1,3,1,Phoebe Buffay,Ross Geller
1,3,1,Rachel Green,Phoebe Buffay
1,3,1,Phoebe Buffay,Monica Geller
1,3,1,Phoebe Buffay,Joey Tribbiani
1,3,1,Chandler Bing,Phoebe Buffay
1,3,1,Ross Geller,#ALL#
1,3,1,Rachel Green,#ALL#
1,3,1,Monica Geller,#ALL#
1,3,1,#ALL#,Joey Tribbiani
1,3,1,Chandler Bing,#ALL#
1,3,1,Rachel Green,Ross Geller
1,3,1,Monica Geller,Ross Geller
1,3,1,Ross Geller,Joey Tribbiani
1,3,1,Chandler Bing,Ross Geller
1,3,1,Rachel Green,Monica Geller
1,3,1,Rachel Green,Joey Tribbiani
1,3,1,Chandler Bing,Rachel Green
1,3,1,Monica Geller,Joey Tribbiani
1,3,1,Chandler Bing,Monica Geller
1,3,1,Chandler Bing,Joey Tribbiani
1,3,2,Chandler Bing,Joey Tribbiani
1,3,3,Monica Geller,Joey Tribbiani
1,3,3,Monica Geller,Ross Geller
1,3,3,Rachel Green,Monica Geller
1,3,3,Monica Geller,#ALL#
1,3,3,Phoebe Buffay,Monica Geller
1,3,3,Chandler Bing,Monica Geller
1,3,3,Ross Geller,Joey Tribbiani
1,3,3,Rachel Green,Joey Tribbiani
1,3,3,#ALL#,Joey Tribbiani
1,3,3,Phoebe Buffay,Joey Tribbiani
1,3,3,Chandler Bing,Joey Tribbiani
1,3,3,Rachel Green,Ross Geller
1,3,3,Ross Geller,#ALL#
1,3,3,Phoebe Buffay,Ross Geller
1,3,3,Chandler Bing,Ross Geller
1,3,3,Rachel Green,#ALL#
1,3,3,Rachel Green,Phoebe Buffay
1,3,3,Chandler Bing,Rachel Green
1,3,3,Phoebe Buffay,#ALL#
1,3,3,Chandler Bing,#ALL#
1,3,3,Chandler Bing,Phoebe Buffay
1,3,5,Ross Geller,Joey Tribbiani
1,3,5,Monica Geller,Joey Tribbiani
1,3,5,#ALL#,Joey Tribbiani
1,3,5,Phoebe Buffay,Joey Tribbiani
1,3,5,Rachel Green,Joey Tribbiani
1,3,5,Chandler Bing,Joey Tribbiani
1,3,5,Monica Geller,Ross Geller
1,3,5,Ross Geller,#ALL#
1,3,5,Phoebe Buffay,Ross Geller
1,3,5,Rachel Green,Ross Geller
1,3,5,Chandler Bing,Ross Geller
1,3,5,Monica Geller,#ALL#
1,3,5,Phoebe Buffay,Monica Geller
1,3,5,Rachel Green,Monica Geller
1,3,5,Chandler Bing,Monica Geller
1,3,5,Phoebe Buffay,#ALL#
1,3,5,Rachel Green,#ALL#
1,3,5,Chandler Bing,#ALL#
1,3,5,Rachel Green,Phoebe Buffay
1,3,5,Chandler Bing,Phoebe Buffay
1,3,5,Chandler Bing,Rachel Green
1,3,6,Monica Geller,Ross Geller
1,3,6,Monica Geller,#ALL#
1,3,6,Monica Geller,Joey Tribbiani
1,3,6,Rachel Green,Monica Geller
1,3,6,Chandler Bing,Monica Geller
1,3,6,Ross Geller,#ALL#
1,3,6,Ross Geller,Joey Tribbiani
1,3,6,Rachel Green,Ross Geller
1,3,6,Chandler Bing,Ross Geller
1,3,6,#ALL#,Joey Tribbiani
1,3,6,Rachel Green,#ALL#
1,3,6,Chandler Bing,#ALL#
1,3,6,Rachel Green,Joey Tribbiani
1,3,6,Chandler Bing,Joey Tribbiani
1,3,6,Chandler Bing,Rachel Green
1,3,9,Ross Geller,#ALL#
1,3,9,Phoebe Buffay,Ross Geller
1,3,9,Chandler Bing,Ross Geller
1,3,9,Rachel Green,Ross Geller
1,3,9,Monica Geller,Ross Geller
1,3,9,Ross Geller,Joey Tribbiani
1,3,9,Phoebe Buffay,#ALL#
1,3,9,Chandler Bing,#ALL#
1,3,9,Rachel Green,#ALL#
1,3,9,Monica Geller,#ALL#
1,3,9,#ALL#,Joey Tribbiani
1,3,9,Chandler Bing,Phoebe Buffay
1,3,9,Rachel Green,Phoebe Buffay
1,3,9,Phoebe Buffay,Monica Geller
1,3,9,Phoebe Buffay,Joey Tribbiani
1,3,9,Chandler Bing,Rachel Green
1,3,9,Chandler Bing,Monica Geller
1,3,9,Chandler Bing,Joey Tribbiani
1,3,9,Rachel Green,Monica Geller
1,3,9,Rachel Green,Joey Tribbiani
1,3,9,Monica Geller,Joey Tribbiani
1,3,11,Ross Geller,Joey Tribbiani
1,3,11,Chandler Bing,Joey Tribbiani
1,3,11,Rachel Green,Joey Tribbiani
1,3,11,Chandler Bing,Ross Geller
1,3,11,Rachel Green,Ross Geller
1,3,11,Chandler Bing,Rachel Green
1,3,12,Chandler Bing,Ross Geller
1,3,12,Chandler Bing,Monica Geller
1,3,12,Chandler Bing,Rachel Green
1,3,12,Chandler Bing,Phoebe Buffay
1,3,12,Chandler Bing,#ALL#
1,3,12,Chandler Bing,Joey Tribbiani
1,3,12,Monica Geller,Ross Geller
1,3,12,Rachel Green,Ross Geller
1,3,12,Phoebe Buffay,Ross Geller
1,3,12,Ross Geller,#ALL#
1,3,12,Ross Geller,Joey Tribbiani
1,3,12,Rachel Green,Monica Geller
1,3,12,Phoebe Buffay,Monica Geller
1,3,12,Monica Geller,#ALL#
1,3,12,Monica Geller,Joey Tribbiani
1,3,12,Rachel Green,Phoebe Buffay
1,3,12,Rachel Green,#ALL#
1,3,12,Rachel Green,Joey Tribbiani
1,3,12,Phoebe Buffay,#ALL#
1,3,12,Phoebe Buffay,Joey Tribbiani
1,3,12,#ALL#,Joey Tribbiani
1,3,14,Rachel Green,Ross Geller
1,3,14,Rachel Green,Monica Geller
1,3,14,Rachel Green,#ALL#
1,3,14,Rachel Green,Phoebe Buffay
1,3,14,Chandler Bing,Rachel Green
1,3,14,Monica Geller,Ross Geller
1,3,14,Ross Geller,#ALL#
1,3,14,Phoebe Buffay,Ross Geller
1,3,14,Chandler Bing,Ross Geller
1,3,14,Monica Geller,#ALL#
1,3,14,Phoebe Buffay,Monica Geller
1,3,14,Chandler Bing,Monica Geller
1,3,14,Phoebe Buffay,#ALL#
1,3,14,Chandler Bing,#ALL#
1,3,14,Chandler Bing,Phoebe Buffay
1,4,1,Phoebe Buffay,Monica Geller
1,4,1,Monica Geller,Ross Geller
1,4,1,Chandler Bing,Monica Geller
1,4,1,Rachel Green,Monica Geller
1,4,1,Monica Geller,#ALL#
1,4,1,Monica Geller,Joey Tribbiani
1,4,1,Phoebe Buffay,Ross Geller
1,4,1,Chandler Bing,Phoebe Buffay
1,4,1,Rachel Green,Phoebe Buffay
1,4,1,Phoebe Buffay,#ALL#
1,4,1,Phoebe Buffay,Joey Tribbiani
1,4,1,Chandler Bing,Ross Geller
1,4,1,Rachel Green,Ross Geller
1,4,1,Ross Geller,#ALL#
1,4,1,Ross Geller,Joey Tribbiani
1,4,1,Chandler Bing,Rachel Green
1,4,1,Chandler Bing,#ALL#
1,4,1,Chandler Bing,Joey Tribbiani
1,4,1,Rachel Green,#ALL#
1,4,1,Rachel Green,Joey Tribbiani
1,4,1,#ALL#,Joey Tribbiani
1,4,2,Monica Geller,Ross Geller
1,4,2,Phoebe Buffay,Monica Geller
1,4,2,Monica Geller,Joey Tribbiani
1,4,2,Chandler Bing,Monica Geller
1,4,2,Rachel Green,Monica Geller
1,4,2,Monica Geller,#ALL#
1,4,2,Phoebe Buffay,Ross Geller
1,4,2,Ross Geller,Joey Tribbiani
1,4,2,Chandler Bing,Ross Geller
1,4,2,Rachel Green,Ross Geller
1,4,2,Ross Geller,#ALL#
1,4,2,Phoebe Buffay,Joey Tribbiani
1,4,2,Chandler Bing,Phoebe Buffay
1,4,2,Rachel Green,Phoebe Buffay
1,4,2,Phoebe Buffay,#ALL#
1,4,2,Chandler Bing,Joey Tribbiani
1,4,2,Rachel Green,Joey Tribbiani
1,4,2,#ALL#,Joey Tribbiani
1,4,2,Chandler Bing,Rachel Green
1,4,2,Chandler Bing,#ALL#
1,4,2,Rachel Green,#ALL#
1,4,3,Chandler Bing,Joey Tribbiani
1,4,3,Chandler Bing,Ross Geller
1,4,3,Ross Geller,Joey Tribbiani
1,4,5,Rachel Green,Monica Geller
1,4,5,Phoebe Buffay,Monica Geller
1,4,5,Rachel Green,Phoebe Buffay
1,4,6,Chandler Bing,Ross Geller
1,4,6,Ross Geller,Joey Tribbiani
1,4,6,Chandler Bing,Joey Tribbiani
1,4,7,Rachel Green,Monica Geller
1,4,7,Phoebe Buffay,Monica Geller
1,4,7,Rachel Green,Phoebe Buffay
1,4,8,Chandler Bing,Ross Geller
1,4,8,Ross Geller,#ALL#
1,4,8,Chandler Bing,#ALL#
1,4,9,Chandler Bing,Ross Geller
1,4,9,Chandler Bing,Joey Tribbiani
1,4,9,Ross Geller,Joey Tribbiani
1,4,10,Rachel Green,Monica Geller
1,4,10,Rachel Green,Phoebe Buffay
1,4,10,Phoebe Buffay,Monica Geller
1,4,12,Rachel Green,Monica Geller
1,4,12,Phoebe Buffay,Monica Geller
1,4,12,Rachel Green,Phoebe Buffay
1,4,13,Chandler Bing,Ross Geller
1,4,13,Ross Geller,Joey Tribbiani
1,4,13,Chandler Bing,Joey Tribbiani
1,4,14,Phoebe Buffay,Monica Geller
1,4,14,Rachel Green,Monica Geller
1,4,14,Monica Geller,#ALL#
1,4,14,Rachel Green,Phoebe Buffay
1,4,14,Phoebe Buffay,#ALL#
1,4,14,Rachel Green,#ALL#
1,4,15,Chandler Bing,Joey Tribbiani
1,4,15,Ross Geller,Joey Tribbiani
1,4,15,Chandler Bing,Ross Geller
1,4,16,Monica Geller,Ross Geller
1,4,16,Chandler Bing,Ross Geller
1,4,16,Rachel Green,Ross Geller
1,4,16,Chandler Bing,Monica Geller
1,4,16,Rachel Green,Monica Geller
1,4,16,Chandler Bing,Rachel Green
1,5,1,Monica Geller,Ross Geller
1,5,1,Rachel Green,Monica Geller
1,5,1,Chandler Bing,Monica Geller
1,5,1,Monica Geller,Joey Tribbiani
1,5,1,Phoebe Buffay,Monica Geller
1,5,1,Rachel Green,Ross Geller
1,5,1,Chandler Bing,Ross Geller
1,5,1,Ross Geller,Joey Tribbiani
1,5,1,Phoebe Buffay,Ross Geller
1,5,1,Chandler Bing,Rachel Green
1,5,1,Rachel Green,Joey Tribbiani
1,5,1,Rachel Green,Phoebe Buffay
1,5,1,Chandler Bing,Joey Tribbiani
1,5,1,Chandler Bing,Phoebe Buffay
1,5,1,Phoebe Buffay,Joey Tribbiani
1,5,2,Chandler Bing,Joey Tribbiani
1,5,2,Chandler Bing,Ross Geller
1,5,2,Chandler Bing,Monica Geller
1,5,2,Chandler Bing,Phoebe Buffay
1,5,2,Chandler Bing,Rachel Green
1,5,2,Ross Geller,Joey Tribbiani
1,5,2,Monica Geller,Joey Tribbiani
1,5,2,Phoebe Buffay,Joey Tribbiani
1,5,2,Rachel Green,Joey Tribbiani
1,5,2,Monica Geller,Ross Geller
1,5,2,Phoebe Buffay,Ross Geller
1,5,2,Rachel Green,Ross Geller
1,5,2,Phoebe Buffay,Monica Geller
1,5,2,Rachel Green,Monica Geller
1,5,2,Rachel Green,Phoebe Buffay
1,5,3,Monica Geller,Joey Tribbiani
1,5,4,Chandler Bing,Ross Geller
1,5,5,Monica Geller,Joey Tribbiani
1,5,6,Chandler Bing,Phoebe Buffay
1,5,6,Chandler Bing,Janice Litman Goralnik
1,5,6,Phoebe Buffay,Janice Litman Goralnik
1,5,7,Rachel Green,Woman
1,5,7,Ross Geller,Woman
1,5,7,Rachel Green,Ross Geller
1,5,8,Monica Geller,Joey Tribbiani
1,5,11,Chandler Bing,Phoebe Buffay
1,5,11,Phoebe Buffay,Janice Litman Goralnik
1,5,11,Chandler Bing,Janice Litman Goralnik
1,5,12,Rachel Green,Ross Geller
1,5,13,Monica Geller,Joey Tribbiani
1,5,14,Chandler Bing,Janice Litman Goralnik
1,5,14,Chandler Bing,Phoebe Buffay
1,5,14,Phoebe Buffay,Janice Litman Goralnik
1,5,15,Rachel Green,Ross Geller
1,5,15,Ross Geller,Woman
1,5,15,Rachel Green,Woman
1,5,16,Rachel Green,Ross Geller
1,5,16,Rachel Green,Phoebe Buffay
1,5,16,Rachel Green,Monica Geller
1,5,16,Rachel Green,Joey Tribbiani
1,5,16,Chandler Bing,Rachel Green
1,5,16,Phoebe Buffay,Ross Geller
1,5,16,Monica Geller,Ross Geller
1,5,16,Ross Geller,Joey Tribbiani
1,5,16,Chandler Bing,Ross Geller
1,5,16,Phoebe Buffay,Monica Geller
1,5,16,Phoebe Buffay,Joey Tribbiani
1,5,16,Chandler Bing,Phoebe Buffay
1,5,16,Monica Geller,Joey Tribbiani
1,5,16,Chandler Bing,Monica Geller
1,5,16,Chandler Bing,Joey Tribbiani
1,6,1,Chandler Bing,Rachel Green
1,6,1,Rachel Green,Phoebe Buffay
1,6,1,Rachel Green,Ross Geller
1,6,1,Rachel Green,Joey Tribbiani
1,6,1,Chandler Bing,Phoebe Buffay
1,6,1,Chandler Bing,Ross Geller
1,6,1,Chandler Bing,Joey Tribbiani
1,6,1,Phoebe Buffay,Ross Geller
1,6,1,Phoebe Buffay,Joey Tribbiani
1,6,1,Ross Geller,Joey Tribbiani
1,6,2,Rachel Green,Monica Geller
1,6,2,Chandler Bing,Rachel Green
1,6,2,Rachel Green,Ross Geller
1,6,2,Rachel Green,Phoebe Buffay
1,6,2,Rachel Green,#ALL#
1,6,2,Rachel Green,Joey Tribbiani
1,6,2,Chandler Bing,Monica Geller
1,6,2,Monica Geller,Ross Geller
1,6,2,Phoebe Buffay,Monica Geller
1,6,2,Monica Geller,#ALL#
1,6,2,Monica Geller,Joey Tribbiani
1,6,2,Chandler Bing,Ross Geller
1,6,2,Chandler Bing,Phoebe Buffay
1,6,2,Chandler Bing,#ALL#
1,6,2,Chandler Bing,Joey Tribbiani
1,6,2,Phoebe Buffay,Ross Geller
1,6,2,Ross Geller,#ALL#
1,6,2,Ross Geller,Joey Tribbiani
1,6,2,Phoebe Buffay,#ALL#
1,6,2,Phoebe Buffay,Joey Tribbiani
1,6,2,#ALL#,Joey Tribbiani
1,6,3,Chandler Bing,#ALL#
1,6,3,Chandler Bing,Phoebe Buffay
1,6,3,Chandler Bing,Monica Geller
1,6,3,Chandler Bing,Joey Tribbiani
1,6,3,Chandler Bing,Ross Geller
1,6,3,Phoebe Buffay,#ALL#
1,6,3,Monica Geller,#ALL#
1,6,3,#ALL#,Joey Tribbiani
1,6,3,Ross Geller,#ALL#
1,6,3,Phoebe Buffay,Monica Geller
1,6,3,Phoebe Buffay,Joey Tribbiani
1,6,3,Phoebe Buffay,Ross Geller
1,6,3,Monica Geller,Joey Tribbiani
1,6,3,Monica Geller,Ross Geller
1,6,3,Ross Geller,Joey Tribbiani
1,6,4,Chandler Bing,Rachel Green
1,6,4,Rachel Green,Ross Geller
1,6,4,Rachel Green,#ALL#
1,6,4,Rachel Green,Monica Geller
1,6,4,Rachel Green,Phoebe Buffay
1,6,4,Rachel Green,Joey Tribbiani
1,6,4,Chandler Bing,Ross Geller
1,6,4,Chandler Bing,#ALL#
1,6,4,Chandler Bing,Monica Geller
1,6,4,Chandler Bing,Phoebe Buffay
1,6,4,Chandler Bing,Joey Tribbiani
1,6,4,Ross Geller,#ALL#
1,6,4,Monica Geller,Ross Geller
1,6,4,Phoebe Buffay,Ross Geller
1,6,4,Ross Geller,Joey Tribbiani
1,6,4,Monica Geller,#ALL#
1,6,4,Phoebe Buffay,#ALL#
1,6,4,#ALL#,Joey Tribbiani
1,6,4,Phoebe Buffay,Monica Geller
1,6,4,Monica Geller,Joey Tribbiani
1,6,4,Phoebe Buffay,Joey Tribbiani
1,6,5,Monica Geller,Joey Tribbiani
1,6,5,Chandler Bing,Monica Geller
1,6,5,Rachel Green,Monica Geller
1,6,5,Chandler Bing,Joey Tribbiani
1,6,5,Rachel Green,Joey Tribbiani
1,6,5,Chandler Bing,Rachel Green
1,6,6,Director,Joey Tribbiani
1,6,8,Ross Geller,#ALL#
1,6,8,Monica Geller,Ross Geller
1,6,8,Ross Geller,Joey Tribbiani
1,6,8,Chandler Bing,Ross Geller
1,6,8,Rachel Green,Ross Geller
1,6,8,Phoebe Buffay,Ross Geller
1,6,8,Monica Geller,#ALL#
1,6,8,#ALL#,Joey Tribbiani
1,6,8,Chandler Bing,#ALL#
1,6,8,Rachel Green,#ALL#
1,6,8,Phoebe Buffay,#ALL#
1,6,8,Monica Geller,Joey Tribbiani
1,6,8,Chandler Bing,Monica Geller
1,6,8,Rachel Green,Monica Geller
1,6,8,Phoebe Buffay,Monica Geller
1,6,8,Chandler Bing,Joey Tribbiani
1,6,8,Rachel Green,Joey Tribbiani
1,6,8,Phoebe Buffay,Joey Tribbiani
1,6,8,Chandler Bing,Rachel Green
1,6,8,Chandler Bing,Phoebe Buffay
1,6,8,Rachel Green,Phoebe Buffay
1,7,1,Rachel Green,Phoebe Buffay
1,7,3,Rachel Green,Monica Geller
1,7,3,Rachel Green,Phoebe Buffay
1,7,3,Phoebe Buffay,Monica Geller
1,7,5,Ross Geller,Joey Tribbiani
1,7,5,Phoebe Buffay,Joey Tribbiani
1,7,5,Rachel Green,Joey Tribbiani
1,7,5,Phoebe Buffay,Ross Geller
1,7,5,Rachel Green,Ross Geller
1,7,5,Rachel Green,Phoebe Buffay
1,7,7,Chandler Bing,Monica Geller
1,7,7,Monica Geller,Joey Tribbiani
1,7,7,Chandler Bing,Joey Tribbiani
1,7,8,Rachel Green,Monica Geller
1,7,8,Rachel Green,#ALL#
1,7,8,Rachel Green,Ross Geller
1,7,8,Rachel Green,Joey Tribbiani
1,7,8,Rachel Green,Phoebe Buffay
1,7,8,Monica Geller,#ALL#
1,7,8,Monica Geller,Ross Geller
1,7,8,Monica Geller,Joey Tribbiani
1,7,8,Phoebe Buffay,Monica Geller
1,7,8,Ross Geller,#ALL#
1,7,8,#ALL#,Joey Tribbiani
1,7,8,Phoebe Buffay,#ALL#
1,7,8,Ross Geller,Joey Tribbiani
1,7,8,Phoebe Buffay,Ross Geller
1,7,8,Phoebe Buffay,Joey Tribbiani
1,7,10,Phoebe Buffay,Ross Geller
1,7,10,Phoebe Buffay,Joey Tribbiani
1,7,10,Phoebe Buffay,Monica Geller
1,7,10,Ross Geller,Joey Tribbiani
1,7,10,Monica Geller,Ross Geller
1,7,10,Monica Geller,Joey Tribbiani
1,7,11,Rachel Green,Ross Geller
1,7,11,Rachel Green,Joey Tribbiani
1,7,11,Ross Geller,Joey Tribbiani
1,7,12,Monica Geller,Joey Tribbiani
1,7,12,Phoebe Buffay,Monica Geller
1,7,12,Monica Geller,Ross Geller
1,7,12,Rachel Green,Monica Geller
1,7,12,Phoebe Buffay,Joey Tribbiani
1,7,12,Ross Geller,Joey Tribbiani
1,7,12,Rachel Green,Joey Tribbiani
1,7,12,Phoebe Buffay,Ross Geller
1,7,12,Rachel Green,Phoebe Buffay
1,7,12,Rachel Green,Ross Geller
1,7,14,Rachel Green,Phoebe Buffay
1,7,16,Rachel Green,Ross Geller
1,7,16,Monica Geller,Ross Geller
1,7,16,Phoebe Buffay,Ross Geller
1,7,16,Rachel Green,Monica Geller
1,7,16,Rachel Green,Phoebe Buffay
1,7,16,Phoebe Buffay,Monica Geller
1,7,18,Rachel Green,Ross Geller
1,7,18,Monica Geller,Ross Geller
1,7,18,Phoebe Buffay,Ross Geller
1,7,18,Rachel Green,Monica Geller
1,7,18,Rachel Green,Phoebe Buffay
